Function Name,Cyclomatic Complexity,First Line,Function Length (lines)
draw_samples,1,void draw_samples(int channel),3
f3,1,void f3(int i) {},1
f3,1,double f3(double x) { return __builtin_sqrt(x); },1
_kill,1,"void _kill(int pid, int sig)",4
_native_LED_GREEN_TOGGLE,1,void _native_LED_GREEN_TOGGLE(void),4
outp,1,"void outp(int x, int y)",4
main,1,int main(),69
foo072,1,void foo072() {},1
Unknown,1,void,4
_is_exponential_char,2,static unsigned char _is_exponential_char(char c) {,3
DGSSetupUIKitMainThreadGuard,1,inline void DGSSetupUIKitMainThreadGuard(void) {},1
grad1,2,"float grad1(int hash, float x) {",7
is_uv_hubless,1,static inline int is_uv_hubless(void) { return 0; },1
get_termios_set_ioctl,1,int get_termios_set_ioctl(void),8
f,1,void f(int x) { x++; },1
Unknown,1,void,5
,3,int isupper (int c),4
DoClearScreenBuffer,1,void DoClearScreenBuffer(void),3
text,10,char text(char cc),12
answer_4,1,"unsigned char answer_4(unsigned char arg0, int arg1) {",3
Unknown,1,int,5
B,1,void B(){},1
main,1,int main() {,17
f,1,void f(void) {,3
check_all_flags,1,static int check_all_flags( void ),7
eval_A,1,"double eval_A(int i, int j) { return 1.0/((i+j)*(i+j+1)/2+i+1); }",1
iabs,2,static int iabs(int a),6
AKSC_HFlucCheck,1,void AKSC_HFlucCheck(void) {},1
do_174,1,int do_174() { return 174; },1
*,1,char const *,14
zcb_onArrayStart,1,void zcb_onArrayStart(char * name) {,3
set_socket_nonblock,1,static inline void set_socket_nonblock(int s),4
min_f,2,"float min_f(float a, float b)",5
printstring,1,void printstring(const char *str),4
CheckSum,2,"void CheckSum(char *s, unsigned short len)",15
int,2,static int,7
expression,1,void expression(int level){,3
foo,3,"int foo(char k, int N) {",12
format_int_to_hex,1,"int format_int_to_hex(int n, char* buf, int len){",3
Unknown,2,int,9
isNum,10,static int isNum(char c),6
f17,1,void f17() {,4
s3c_cfcon_setname,1,static inline void s3c_cfcon_setname(char *name),6
sort_Init,1,void sort_Init(void),11
rb_enc_mbclen,1,"int rb_enc_mbclen(const char *p, const char *e) {",3
minimum,2,"int minimum(int a, int b)",4
lba_to_msf,1,static int lba_to_msf(int lba),4
SCB_ScbModePostEnable,1,static void SCB_ScbModePostEnable(void),4
foo133,1,void foo133(int p) {},1
,2,"static double max_d (double a, double b)",4
CombineByte,1,unsigned int CombineByte(,7
DL_Shutdown,1,void DL_Shutdown(void),3
nrf51_errata_26,1,static bool nrf51_errata_26(void),6
my_strcmp,5,"static int my_strcmp(const char *cs, const char *ct) {",13
Unknown,1,size_t,4
max,2,"double max(double a, double b)",5
eng2num,4,int eng2num(int engine),7
nrf52_errata_34,1,static bool nrf52_errata_34(void),6
fun,1,void fun(),6
foo,2,int foo(int x) {,3
__attribute__,3,"static inline __attribute__((const)) float av_clipf(float a, float amin, float amax)",6
ft_sqrt,3,unsigned int ft_sqrt(unsigned int n),11
do_230,1,int do_230() { return 230; },1
set_base_time,1,"void set_base_time(int minutes, int seconds)",5
org,2,"bool org(bool s, bool c) {",3
do_869,1,int do_869() { return 869; },1
inline,1,static inline,2
plat_video_menu_end,1,void plat_video_menu_end(void),3
*zm_implodeFlagName,5,static const char *zm_implodeFlagName(int implodeby),10
child_procedure,1,static int child_procedure(void),5
setup_trampoline_page_table,1,static inline void setup_trampoline_page_table(void) {},1
,1,void break4 (),3
sleep_ms,1,void sleep_ms(unsigned int ms) {,3
,1,void INT_ST2 (void) { },1
hhmm_is_valid_time,4,bool hhmm_is_valid_time(int i),6
Unknown,1,void,15
,2,void c (int x) {,4
langRomTypeManbow2,1,"char* langRomTypeManbow2() { return ""Manbbow 2""; }",1
,4,"unsigned int rotate (unsigned int value, int n)",31
is_number,4,static int is_number(const char *str),22
intsamesign,1,"static __inline__ int intsamesign(int x, int y)",4
iswhitespace,4,int iswhitespace(char c),4
max,4,"int max(int a,int b,int c){",18
octagonal,1,int octagonal(int n) { return n * (3 * n - 2); },1
quitarComentarios,3,void quitarComentarios(char * string),10
anetWrite,4,"int anetWrite(int fd, char *buf, int count)",12
ick_smudgeright,1,unsigned int ick_smudgeright(unsigned int x),9
*,1,static inline void *,5
foo295,1,void foo295() {},1
foo615,1,void foo615() {},1
ft_min,2,"int ft_min(int x, int y)",4
main,1,int main(void),8
perf_event_open,1,"int perf_event_open(struct perf_event_attr *attr, int pid, int cpu,",6
f,1,char* f(){,6
mit_hrtf_findIndexFor40Elev,57,int mit_hrtf_findIndexFor40Elev(int azimuth),61
foo154,1,void foo154(int p) {},1
explicit_conversion_interference1,1,unsigned int explicit_conversion_interference1(unsigned int c) {,5
function_1,1,"int function_1(int x, int y) {",5
int,3,static int,7
SQR,2,inline float SQR( float a ) {,7
multiply,1,"double multiply(double left, double right) {",3
double,1,static inline double,7
worker_wakeup,1,void worker_wakeup() {,2
Unknown,16,int,56
Unknown,1,void,4
test_invalid_clause,2,void test_invalid_clause() {,7
my_isnan,1,inline int my_isnan(double x),4
Unknown,1,void,6
sgn,3,static inline float sgn(float val) {,3
correct_orientation,5,"int correct_orientation(double *p1,double *p2,double *p3,double *inp,double *outp) {",46
dummyinput_SDL_KeyDown,1,"void dummyinput_SDL_KeyDown(int keymod, int keysym)",3
test3,1,void test3(int a){,3
is_first_id_letter,8,static int is_first_id_letter(int c) {,6
Unknown,5,int,19
ft_cntwords,5,"int ft_cntwords(char const *str, char delim)",21
getButtons,1,static int getButtons(),5
int,1,static int,5
int,1,static inline unsigned int,6
JHKeyframeAnimationFunctionEaseInOutBack,2,"double JHKeyframeAnimationFunctionEaseInOutBack(double t, double b, double c, double d)",6
nrf51_errata_29,1,static bool nrf51_errata_29(void),6
_swapw,1,static inline unsigned short _swapw(volatile unsigned short v),4
cosApprox,1,double cosApprox(double x) {,3
,2,double pi_leibiniz (int n),14
min,2,"double min(double x,double y){",8
mutex_signal,1,"int mutex_signal(int semid, int sem_num) {",8
adjust_num_gangs,3,"static int adjust_num_gangs(int num_gangs, int limit){",4
dummy_init,1,static int dummy_init() { return (0); },1
_ZNK7android11MediaBuffer8refcountEv,1,void _ZNK7android11MediaBuffer8refcountEv() {},1
my_strcoll,3,"int my_strcoll(const char *str1, const char *str2)",8
get_intsts_reg,2,static inline unsigned long get_intsts_reg(int port),4
unused_internal_func1,1,static void unused_internal_func1(void) {},1
FastIntSign,3,inline int FastIntSign( int x ),10
foo753,1,void foo753() {},1
int,1,inline int,4
updateRatio,1,double updateRatio(double newRatio){,8
Index,1,"int Index(int N, int x, int y, int z)",4
nwswrap,1,int nwswrap(void),4
to_18_bit_inst_format,1,static __inline unsigned int to_18_bit_inst_format(unsigned int val),5
,1,static inline int security_reboot (unsigned int cmd),4
dcn_bw_fabs,2,double dcn_bw_fabs(double a),7
Unknown,1,static,12
inet_addr,10,unsigned long inet_addr(char *str),33
HelpItem14,1,int HelpItem14( void ),4
ieee80211_freq_to_ofdm_chan,4,"static inline int ieee80211_freq_to_ofdm_chan(int s_freq, int freq)",8
valid_piece,2,int valid_piece(const int pce),4
ft_strclr,3,void ft_strclr(char *s),8
najeResolveReferences,1,void najeResolveReferences() {,3
acpi_pci_root_init,1,static inline void acpi_pci_root_init(void) {},1
Unknown,1,int,6
psd_bark2bin,5,"static int psd_bark2bin(double *psd_bark, int psd_len, double bark)",17
prepend,1,void prepend(int i),4
__attribute__,1,static __attribute__((always_inline)) inline unsigned short bswap_16(unsigned short x){,3
PB_Cnumroc,15,"int PB_Cnumroc( int N, int I, int INB, int NB, int PROC, int SRCPROC,",87
revDigits,2,int revDigits(int data),11
idrnet_socket,1,"int idrnet_socket(int domain, int type, int protocol) {",8
GLeapYear,4,int GLeapYear(int year),18
EEPROM_clearBuffers,1,void EEPROM_clearBuffers(),4
,1,void Prepare_DH_buffers () {,3
fact,2,int fact(int n),6
test45_Test6_pollen__run__E,1,void test45_Test6_pollen__run__E() {,2
setup_stack_canary_segment,1,static inline void setup_stack_canary_segment(int cpu),2
power,2,"int power(int n, int exp)",6
is_in_bound,3,"int is_in_bound(int *arr, int size, int *ptr)",13
*,3,const char *,12
Prod,1,"int Prod(int a, int b){",3
DocFormats,1,void DocFormats(),3
a_y,1,"double a_y(double r, double y) {",3
recv_line,5,"static bool recv_line(int fd, char *buff) {",17
Unknown,3,void,8
__attribute__,1,"inline __attribute__((target(""default""))) void foo_decls(void) {}",1
CtrlSymbol,7,char CtrlSymbol(char c),29
dlm_create_debugfs_root,1,static inline int dlm_create_debugfs_root(void),4
redhttp_negotiate_round,2,static int redhttp_negotiate_round(double d) {,6
,1,int main (),6
ptls_server_name_is_ipaddr,1,int ptls_server_name_is_ipaddr(const char *name),5
ffc,3,"int ffc(int start, int len, long field)",11
int,1,unsigned short int,5
f0,1,signed char f0(int x) { return x; },1
Unknown,1,int,5
int,7,static int,17
Unknown,30,int,41
_is_blank_char,2,static unsigned char _is_blank_char(char c) {,3
,1,inline unsigned short blueValue (unsigned short c) { return (c & 31) << 3; },1
int,1,static inline unsigned int,10
get_utf8_length_by_first_byte,5,int get_utf8_length_by_first_byte(char first_byte),20
glutSetMenu,1,inline void glutSetMenu(int menu) {},1
Unknown,5,int,12
Unknown,2,pid_t,9
nrf52_errata_144,1,static bool nrf52_errata_144(void),6
valid,1,"int valid(int s, int pos) {",3
one_concave_peak,7,"int one_concave_peak(int* ordg,int filenum)",19
powernv_hwrng_present,1,static inline int powernv_hwrng_present(void) { return 0; },1
get_motiflength_from_index,3,int get_motiflength_from_index(int index),19
foo584,1,void foo584(int p) {},1
i2c_close,1,int i2c_close(int flhndl),4
,1,int leaf (void),4
GenMaxLocalsSize,1,int GenMaxLocalsSize(void),8
strncmp,4,"int strncmp(const char* s1, const char* s2, size_t n)",13
c2,2,"double c2(float x, short y, int z)",4
Q_rsqrt,1,float Q_rsqrt( float number ) {,15
foo072,1,void foo072(int p) {},1
max,2,"static inline int max(const int a, const int b)",4
void,1,static void,4
turn_off,1,void turn_off(int fpointer),4
langTextUnknown,1,"char* langTextUnknown() { return ""Unknown""; }",1
Unknown,1,void,4
fac,2,double fac(int i),6
Prep_terminate,1,void Prep_terminate(void),4
_,1,int _() {return 42;},1
factorial,2,static double factorial(double x) {,6
Unknown,5,void,29
fitsBits,1,"int fitsBits(int x, int n) {",9
bee_flock_fd,1,"int bee_flock_fd(int fd, int operation, int flags)",8
hwlist_sensor_type,1,static inline int hwlist_sensor_type(const char *value),4
pq_implementation_wait,1,int pq_implementation_wait(void),4
powerOfTen,4,double powerOfTen(int num) {,14
BoundDouble,3,"double BoundDouble(double low, double value, double high){",5
isLessOrEqual,1,"int isLessOrEqual(int x, int y) {",3
finish_decode,1,void finish_decode(void),4
foo298,1,void foo298(int p) {},1
myopt_IsSeparator,3,int myopt_IsSeparator(int c),4
strlen,2,size_t strlen(const char* cs),9
blahblah,1,int blahblah(),5
copy_velocities_cpu,2,void copy_velocities_cpu(int option) {,8
gcd,2,"int gcd(int primoNumero, int secondoNumero)",11
,1,int scene_get_num_spheres (void),4
isNumber,4,int isNumber(const char* str),7
,1,int Gresetbstate (int wi) {,3
int,1,static __inline int,5
au_br_cmoo,1,static inline int au_br_cmoo(int brperm),4
structs,1,void structs(void) {,13
,1,void net_init (),4
Unknown,1,void,4
is_prime,4,int is_prime(int n),10
set_socket_priority,1,"int set_socket_priority(int fd, int priority)",10
_tzset,1,void _tzset(),3
void,1,static void,5
Unknown,1,double,7
void,1,static void,4
INT_Excep_RIIC0_EEI0,1,void INT_Excep_RIIC0_EEI0(void){ },1
desaturate,1,"static inline unsigned char desaturate(unsigned char r, unsigned char g, unsigned char b) {",6
PrintMemoryLabels,1,void PrintMemoryLabels(void),3
shmClose,1,long shmClose(long shm_id) {,3
str_length,2,unsigned int str_length(char* str) {,8
main,1,int main(){,7
wildcmp,11,"int wildcmp(char *wild, char *string)",34
foo236,1,void foo236() {},1
b43_pcmcia_init,1,static inline int b43_pcmcia_init(void),4
,1,float degrees (float x) { return x*(180.0/3.1415926535897932); },1
void,1,static void,4
strlen,2,unsigned long strlen(const char* str){,6
xen_numa_init,1,static inline int xen_numa_init(void) { return -1; },1
fn1,1,int fn1(int p1),4
f_greaterthan,1,"static const char* f_greaterthan() { return "">""; }",1
Unknown,1,void,4
main,1,int main(void),4
_cargo_nargs_is_valid,4,static int _cargo_nargs_is_valid(int nargs),7
omp_get_max_threads,1,inline int omp_get_max_threads(void){ return 1; },1
foo729,1,void foo729(int p) {},1
replace,3,static void replace(char* str),10
calcGeomMeanAnomalySun,1,static double calcGeomMeanAnomalySun(const double t) {,3
get_ip_id,1,int get_ip_id(struct ip *self) {,3
GetStringLength,2,static const size_t GetStringLength(const char *str),11
int,1,static int,7
jksengine_destroy,1,int jksengine_destroy(ENGINE *e){,5
glutInitDisplayMode,1,inline void glutInitDisplayMode(unsigned int mode) {},1
ret0,1,"int ret0(int a0, int a1, int a2, int a3, int a4, int a5) { return a0; }",1
calc_crc16,3,"int calc_crc16(int byte, int crc, int poly)",13
cwirc_determine_signal_strength,1,double cwirc_determine_signal_strength(int distance),4
int,1,unsigned int,5
Unknown,11,double,29
is_less,3,"static int is_less(double a, double b){",13
textmode,1,void textmode(int i) {,3
HttpStatus_isSuccessful,2,static char HttpStatus_isSuccessful(int code) { return (code >= 200 && code < 300); },1
ConvertStrToInt,2,"int ConvertStrToInt(char *pStr, int Init, int Factor)",8
do_037,1,int do_037() { return 37; },1
rte_fls,1,static inline unsigned int rte_fls(unsigned int x),7
bits_litlength,5,static int bits_litlength(int value) {,13
qsem_enter,2,"bool qsem_enter(int semid, int semno)",13
Unknown,2,int,5
pumax_dummy,1,void pumax_dummy(void) {},1
TTWAIN_UnloadSourceManagerPD,1,int TTWAIN_UnloadSourceManagerPD(void) { return 1; },1
,10,"int multiplicar ( int z, int v )",8
my_countnb_b,2,"int my_countnb_b(int nb, int bs)",12
langRomTypeSfg01,1,"char* langRomTypeSfg01() { return ""Yamaha SFG-01""; }",1
foo212,1,void foo212() {},1
Unknown,3,long,14
AngleDifference,4,"float AngleDifference(float ang1, float ang2) {",12
is_32bit_task,1,static inline int is_32bit_task(void),4
table,1,"void table(int rows, int cols) {",5
test54_PrintImpl_targetInit__I,1,void test54_PrintImpl_targetInit__I() {,2
foo493,1,void foo493(int p) {},1
cmp_distance_uint,12,"int cmp_distance_uint(unsigned int check, unsigned int baseline)",4
DebugMonitor,1,void DebugMonitor(void),3
stop_motor,1,void stop_motor(),4
lib5,1,int lib5() {,3
yyl,1,static int yyl(void),5
disable_flap_detection_routines,1,void disable_flap_detection_routines(void) {},1
bits_is_even_uint,1,unsigned int bits_is_even_uint(unsigned int val),4
*idea_options,2,const char *idea_options(void),7
*,4,static char *,15
testfunc7,1,void testfunc7(void) {,10
esVocalAc,5,int esVocalAc(int c),5
mysyscall,1,int mysyscall(),7
sqr,1,long sqr(int x),4
ft_intlen,2,int ft_intlen(int n),12
foo653,1,void foo653(int p) {},1
main,1,int main() {,7
sum,2,int sum(int num){,6
dotstrcmp,12,"static int dotstrcmp(const char* a_s, const char* a_e, const char* b_s,",24
char2AA,21,short char2AA(char ch),27
foo765,1,void foo765() {},1
,2,"void search_colour_position (unsigned int *colour_and_position, char guessword_element, char codeword_element, char *code_position_count, char *guess_position_count)",9
loop_delay,3,"void loop_delay(unsigned char count, unsigned char check)",8
SwapDecimalNibble,1,static unsigned char SwapDecimalNibble(const unsigned char x) {,3
interpret,10,int interpret(char *buffer),20
rchild,1,int rchild(int n) { return (2*n) + 2;},1
,1,"double add2 (int a, float b, double c) {",3
loc_batch__,1,int loc_batch__(),11
get_seq_num,1,int get_seq_num(int n){,3
foo,1,"int foo(unsigned char c, char s)",4
gl_is_type_packed,14,static const bool gl_is_type_packed(GLenum type) {,19
release,1,void release(),3
calculate_index,1,"static inline size_t calculate_index(size_t bucket_count, int hash)",4
arm_modulus,8,"static __inline__ unsigned long arm_modulus(unsigned long m, unsigned long p)",27
int,1,unsigned short int,5
plat_gvideo_open,1,void plat_gvideo_open(int is_pal),3
,4,int median4 (int *p),12
signed_char_to_unsigned_char,1,unsigned char signed_char_to_unsigned_char(signed char src) {,4
Unknown,1,int,5
destroy_pkg_mallocs,1,void destroy_pkg_mallocs(void),4
get_len_offset,5,static inline int get_len_offset(int r),19
calculation,3,"int calculation( int n, int b, int opr)",15
glipGetDepth,6,int glipGetDepth(int format),22
glutDetachMenu,1,inline void glutDetachMenu(int button) {},1
VP8DspInitMIPS32,1,void VP8DspInitMIPS32(void) {},1
unsigned_int_to_signed_char,1,signed char unsigned_int_to_signed_char(unsigned int src) {,4
FSE_abs,2,static short FSE_abs(short a),4
numB,1,int numB(int x) { return x * 3; },1
divpwr2,1,"int divpwr2(int x, int n) {",7
max,2,"double max(double x, double y)",4
test,1,void test(unsigned char uch_param),14
Unknown,1,int,5
RefBuffer_RestoreConfig,1,void RefBuffer_RestoreConfig(void),4
circles_intersect,1,"int circles_intersect(double x1, double y1, double r1, double x2, double y2, double r2)",8
do_976,1,int do_976() { return 976; },1
ft_strequ,4,"int ft_strequ(char const *s1, char const *s2)",13
smp_send_all_nop,1,static inline void smp_send_all_nop(void) { return; },1
,1,static inline void atomic_pause (),8
b2,1,int b2(),4
foo715,1,void foo715(int p) {},1
gettid_,1,pid_t gettid_(),4
__attribute__,1,"static void __attribute__((warning(""curl_easy_setopt expects a "" ""char buffer of CURL_ERROR_SIZE as argument for this option""))) __attribute__((unused)) __attribute__((noinline)) _curl_easy_setopt_err_error_buffer(void) { __asm__(""""); }",1
SerialSendChar,1,int SerialSendChar(int c) {,3
server_socket,4,"int server_socket(long addr,short port) {",13
,3,int fb_SGNi ( int x ),9
,1,void do_at_tests_callee (),13
check_palindrom,3,int check_palindrom(long number) {,12
